id,article_id,conversation_id,turn_id,"speaker","text","person_id_1","person_id_2",Emotion,EmotionalPolarity,Empathy,SelfDisclosure
3965,375,161,0,"Person 1","What do you think about the situation with the polar bears?","p022","p063",1.6667,0.6667,2,1
3966,375,161,1,"Person 2","I feel like the Polar bears are getting screwed in every way imagineable.  If it isn't one thing getting em, it's another.","p022","p063",3,2,3.6667,2.3333
3967,375,161,2,"Person 1","It's terrible though. Did the article mention what the tourists did to the polar bears?","p022","p063",2.3333,1.6667,3.3333,2
3968,375,161,3,"Person 2","That's what I was wondering too.  Are the tourists actually the ones killing them, or are they getting attacked more, so officials have to kill the bears?","p022","p063",2,1,3.3333,1.6667
3969,375,161,4,"Person 1","It was a pretty short article so i'm not sure. Either way, poor polar bears. :(","p022","p063",2.3333,1.3333,3,1.3333
3970,375,161,5,"Person 2","Yeah it's like, if we're not completely destroying their environment, we're gonna tour into whats left of it, and kill them that way.  Tough life for a Polar Bear.","p022","p063",2.6667,1.3333,3.6667,2.3333
3971,375,161,6,"Person 1","How can we help the polar bears? :(","p022","p063",2.3333,1,3,1.6667
3972,375,161,7,"Person 2","I think other than the basics of respecting our environment, and voting in political candidates who would enact policies, I\"m not sure there is much we can do.","p022","p063",2,1,2.6667,2
3973,375,161,8,"Person 1","Maybe the tourists are stealing all of the polar bear's food.","p022","p063",1.3333,1.6667,3.3333,1.3333
3974,375,161,9,"Person 2","Lol I hope tourists aren't eating seal pups... I'm sure just the interaction ends with having to kill polar bears. I know that happens frequently where I'll go hiking.  There will be a bear attack, and officials then have to find and kill the bear, otherwise they'll attack more humans.","p022","p063",2,1.3333,3,2.6667
3975,375,161,10,"Person 1","oh no that's terrible! It's not the bear's fault","p022","p063",3.3333,1.6667,3,1.6667
3976,375,161,11,"Person 2","No, but I think humans have this innate feeling that the world is ours for the taking.  Not sure how we correct that though.","p022","p063",2,1,2.6667,2.3333
3977,375,161,12,"Person 1","Probably no way. I just feel bad for them. Imagine killing a mother polar bear.. what's going to happen to the babies?! It's all so sad.","p022","p063",3.6667,2,3.6667,2.3333
3978,375,161,13,"Person 2","Yeah.  I watch a lot of BBC nature programs too.  I'm sure a lot of it is edited, but everytime they show footage of polar bears, you're left holding back tears.","p022","p063",2,1,4,2.6667
3979,375,161,14,"Person 1","I don't even hold back my tears. I just bawl because it's so sad. I remember seeing a video where a hawk ate one of the babies.","p022","p063",3.6667,1.6667,3.6667,3
3980,375,161,15,"Person 2","Ha, as sad as that is though, that doesn't bug me. Circle of life shit.  That's how nature is supposed to be.  What bugs me is when you see how humans are disrupting the natural cycle of things, and other animals pay for it.","p022","p063",2.6667,1.6667,2.3333,2.3333
3981,375,161,16,"Person 1","That's true. I definitely don't do all that i can to help the environment","p022","p063",2,1.3333,2.3333,2.3333
3982,375,161,17,"Person 2","I've definitely been trying to do more the last several years.  It can get kind of depressing though when you realize what a small impact you can actually have.","p022","p063",2.3333,1,2.3333,2.6667
3983,375,161,18,"Person 1","really? one person can make an impact?","p022","p063",1.6667,0.6667,2.3333,1.6667
3984,375,161,19,"Person 2","I mean, you don't have any other choice in my opinion.  I try to get others to follow suit as well.  Grassroots type stuff.  I also try to ensure that I'm not overbearing about it though, I think that turns people off.","p022","p063",2,0.6667,2.6667,2.6667
3985,375,161,20,"Person 1","I will definitely try to do more in the future. Well it was nice talking to you my friend. bye!","p022","p063",2.3333,0,1.6667,2.3333
3986,375,161,21,"Person 2","bye","p022","p063",1,0.6667,0.6667,1
3987,375,162,0,"Person 1","It's a shame that people still hunt endangered animals for pure sport.","p002","p050",3,2,3.3333,2
3988,375,162,1,"Person 2","it is very wicked and sad","p002","p050",4,2,4,2.3333
3989,375,162,2,"Person 1","I wish there was some type of organization that worked with local authorities of these people to issue fines or punishments.","p002","p050",2.6667,1,2.6667,2
3990,375,162,3,"Person 2","Exactly. The locals can set up some committee though","p002","p050",1.6667,1,2.6667,1
3991,375,162,4,"Person 1","I'm not sure if there are locals where these polar bears are being killed though.","p002","p050",1.6667,1.6667,2.6667,1
3992,375,162,5,"Person 2","There should...","p002","p050",2,1.3333,1.3333,1
3993,375,162,6,"Person 1","It's hard for me to see the side of a person that kills an animal like this for sport. Does it make them feel good about themselves? Most of the time they're shooting from helicopters and such.","p002","p050",2.6667,1.6667,3,2.3333
3994,375,162,7,"Person 2","It is inhumane. It is some form of entertainment for them","p002","p050",4,2,3,2.3333
3995,375,162,8,"Person 1","Or a power trip I guess. It actually makes me a bit sick to my stomach seeing people post pictures of the kills with themselves smiling on Facebook.","p002","p050",4,2,4,3.3333
3996,375,162,9,"Person 2","I blocked some of my friends that engaged in such. It is totally different if the killing os for survival","p002","p050",2.3333,2,2.6667,3
3997,375,162,10,"Person 1","I can imagine that if more people had to kill the food that they eat their outlooks would be different. Easy for a person to pull a trigger from far away.","p002","p050",2.3333,1.6667,3,2.3333
3998,375,162,11,"Person 2","Its is human wickedness to the planet. Humans are the most selfish","p002","p050",3,2,3.3333,2.3333
3999,375,162,12,"Person 1","Yes a lot humans have evolved into something disgusting. People take pleasure in wicked things. It sucks","p002","p050",4,2,2.6667,2.3333
4000,375,162,13,"Person 2","WHat do you think can be done to protect those animals. They might go into extinction soon","p002","p050",1.6667,1,3.6667,1.3333
4001,375,162,14,"Person 1","More education on the issue to younger kids would help. Steep fines and penalties would deter this as well.","p002","p050",2,0.6667,2.6667,2.3333
4002,375,162,15,"Person 2","Yeah. I feel proper education for the kids would help. But then, most kids copy their parents","p002","p050",1.6667,1,2.6667,2
4003,375,162,16,"Person 1","If kids were educated I think they would not follow their parents. Probably will take more species going extinct though :(","p002","p050",2.6667,1,3,1.6667
4004,375,162,17,"Person 2","You have a very valid point.","p002","p050",1.6667,0.6667,1.6667,1.3333
4005,375,162,18,"Person 1","People are so removed from nature though that they tune these things out. If it doesn't impact their everyday lives it is easy to ignore.","p002","p050",2,1,2.3333,1.6667
4006,375,162,19,"Person 2","That is sad. Nice talking with you. bye","p002","p050",2.6667,1.3333,1.3333,1.6667
4007,375,162,20,"Person 1",":( bye","p002","p050",2.3333,1,1,1.3333
4008,375,163,0,"Person 1","I wish this article gave more information on the subject.","p058","p041",1,1,1,3
4009,375,163,1,"Person 2","I was thinking the same thing. Based on the information given what do you think?","p058","p041",1,1,1,1
4010,375,163,2,"Person 1","I guess I'm not very surprised. Seems like endangered species are getting wiped out all over the world. I just saw another article about elephants in africa being killed for their ivory.","p058","p041",2,2,2,3
4011,375,163,3,"Person 2","Yes I did as well. Also the last known female Yangtze turtle just died. Humanity has to do better","p058","p041",2,2,2,3
4012,375,163,4,"Person 1","I'm not very hopeful it will. It's like no one really cares at all about these issues. As long as profits are to be made anyway.","p058","p041",2,2,3,3
4013,375,163,5,"Person 2","I am inclined to agree. Partially. I understand that greed is very powerful, but it is the lowest of all human emotions. I think people can rise above it someday. I hope it's not too late when we do","p058","p041",2,2,2,3
4014,375,163,6,"Person 1","That article was lacking so much information. Would be nice to know what steps they are taking to try to protect the bears. I think a video was supposed to be included.","p058","p041",2,2,2,3
4015,375,163,7,"Person 2","I agree. I was also wondering how many polar bears were affected. What steps do you think should be taken?","p058","p041",1,1,2,3
4016,375,163,8,"Person 1","I'm not really sure. I mean, if people have legitimate reasons for being there and are in danger of being attacked by a polar bear, they should have the right to defend themselves. But maybe restricting access to the places where these bears are would work? I'm not really sure.","p058","p041",2,2,2,3
4017,375,163,9,"Person 2","I doubt anyone has a truly legitimate reason for being that close to polar bear habitats. How do you think conservation efforts as a whole can be improved?","p058","p041",2,1,2,3
4018,375,163,10,"Person 1","I bet the practices they are doing is good, just probably needs more funding. I feel like any kind of \"save the insert animal here\" effort is promoted it doesn't get very much traction, people don't seem to care. Which ultimately will lead to funding problems, they end up cutting corners or not being able to do everything they planned, and more animals die.","p058","p041",3,2,2,3
4019,375,163,11,"Person 2","What makes you think that people don't seem to care?","p058","p041",1,1,1,1
4020,375,163,12,"Person 1","Well, care in the sense that they are motivated to effect change. The news media certainly isn't pushing these stories to the top. I'm sure people care enough to sign a petition or something along those lines, but would they even donate money? Who knows. What do you think about what's being done so far?","p058","p041",2,1,2,3
4021,375,163,13,"Person 2","I think humanity needs to do much more. I agree about the media not focusing on these issues. I think government needs to do much more to protect endangered animals and hold people accountable. Do you think the issue regarding the polar bears in the article may be related to climate change?","p058","p041",2,2,2,3
4022,375,163,14,"Person 1","It's certainly possible. At least the warming of the climate effecting polar bears in general, probably not the issue of visitors killing them. You are right the government should be doing more. But that all goes back to people not caring. Listen to any politician speak, they won't say anything about protecting any endangered animals, it's all health care, economy, illegal immigration etc","p058","p041",2,2,3,3
4023,375,163,15,"Person 2","Maybe the polar bears are coming into contact with humans more because their habitat is melting away. The politicians will talk about whatever they think people want to hear. What do you think is a good way to get people to care more about conservation issues?","p058","p041",1,2,2,3
4024,375,163,16,"Person 1","Yeah that certainly is possible. Raising awareness is one area. I didn't know  there were problems with the polar bears in Norway until reading this article. More attention needs to be on these issues. Although, there's so many animals being threatened, do you think we run the risk of flooding people with too much and people being overwhelmed and just ignoring it all?","p058","p041",2,2,3,3
4025,375,163,17,"Person 2","That is certainly a possibility. But too much information is better than too little. What might be some ways to get people more actively involved once awareness has been raised?","p058","p041",2,1,1,3
4026,375,163,18,"Person 1","Petitions, donation drives, contacting politicians and informing them these are issues you care about. I suppose all of those could help. I'm not sure it's enough though.","p058","p041",2,0,1,2
4027,375,163,19,"Person 2","I am sure all these things would be helpful, but I am not convinced it would be enough. I would propose a more hands on approach by taking people to actively patrol conservation zones are at least to a zoo or similar area so they can have some face to face time with these animals. What do you think>","p058","p041",2,0,2,3
4028,375,163,20,"Person 1","Yeah I'm sure that would convince some, but in order for real change, it would require a large number of people to make this an important issue for them. How many people are gonna take off work to go to the zoo lol.","p058","p041",2,2,2,3
4029,375,163,21,"Person 2","With sufficient motivation there is nothing stopping what someone will do. The question is how do we get people sufficiently motivated? I would really miss the polar bears when they are all gone","p058","p041",2,2,3,3
4030,375,163,22,"Person 1","If I'm being honest, I don't think I would. In fact, I doubt I'd even notice if it did happen. I've never seen one person, and I don't think they would have any impact on my life. I do believe they should be saved, but in terms of what I would be willing to do to help? Probably not much.","p058","p041",2,2,3,4
4031,375,163,23,"Person 2","Wow. Why wouldn't you be willing to help?","p058","p041",1,1,2,1
4032,375,163,24,"Person 1","What could I do? I could donate money. What else could one person do to have a meaningful impact on polar bears in Norway? Then there's the elephants in Africa, the dolphins are also being killed off in mass, etc etc etc","p058","p041",2,2,3,4
4033,375,163,25,"Person 2","So you feel overwhelmed?","p058","p041",1,1,2,1
4034,375,163,26,"Person 1","Well, not so much overwhelmed, but just that there isn't anything more than just donating money I could realistically do. Unless I wanted to travel to Norway and volunteer with the organization that is tasked with protecting the bears. Which isn't realistic for me.","p058","p041",2,2,2,3
4035,375,163,27,"Person 2","What could be some other realistic ways for you to get involved beside donating money?","p058","p041",1,1,3,1
4036,375,163,28,"Person 1","That's the thing, I can't really think of any.","p058","p041",1,1,2,2
4037,375,163,29,"Person 2","There has to be some interesting way you can make a contribution outside of giving a donation","p058","p041",2,1,1,1
4038,375,163,30,"Person 1","Do you have any ideas?","p058","p041",1,1,1,1
4039,375,163,31,"Person 2","I mentioned them already. I would rather not suggest anything punitive like fines or taxes","p058","p041",2,1,1,2
4040,375,163,32,"Person 1","Yeah, I don't think people would agree with more taxes anyway.","p058","p041",1,1,1,2
4041,375,163,33,"Person 2","I am trying to think of something like earth day where some people plant trees. That is a great conservationist effort","p058","p041",2,1,2,2
4042,375,163,34,"Person 1","Yeah, that could be a good way to raise awareness at least. Well, I enjoyed this conversation with you. goodbye","p058","p041",2,1,2,2
4043,375,163,35,"Person 2","bye","p058","p041",0,1,0,1
4044,375,164,0,"Person 1","I think this is just terrible.","p024","p043",4,2,4.3333,2.3333
4045,375,164,1,"Person 2","Yeah, I really wish the article had more details though.","p024","p043",1.3333,1,2.6667,2
4046,375,164,2,"Person 1","it seemed to be too short and doesnt say what the visitors do to the bears","p024","p043",1.3333,1.3333,1.6667,1.6667
4047,375,164,3,"Person 2","Yup, the way it was written, I assumed it was a poacher situation.","p024","p043",1,0.6667,2,1.6667
4048,375,164,4,"Person 1","yeah to me it seemed that way too","p024","p043",1,0.6667,1.6667,1.3333
4049,375,164,5,"Person 2","It also would've been nice to see how much the polar bear numbers are declining because of the visitors.","p024","p043",1.3333,1,2,2
4050,375,164,6,"Person 1","just another reason why the article is just not a good one","p024","p043",1.6667,1,2,1.3333
4051,375,164,7,"Person 2","Yup, it reminded me of a terrible newspaper article written to fill space.","p024","p043",1.3333,1,2,1.6667
4052,375,164,8,"Person 1","if journalism is that easy I think I might give it a go.","p024","p043",1.3333,1,1.6667,1.3333
4053,375,164,9,"Person 2","Lol, not so fast. It's pretty much a dead profession with all the papers going bankrupt. Although I guess you could write internet pieces.","p024","p043",2.3333,2,2.3333,2
4054,375,164,10,"Person 1","True gone are the days of getting the news through newspapers lol","p024","p043",2,0.3333,2,1.3333
4055,375,164,11,"Person 2","Yeah, now it's all about reading breaking stories on twitter and other social media.","p024","p043",1.6667,1.6667,2,2
4056,375,164,12,"Person 1","yeah people dont even read the articles they just read the tweet headline and comment on it lol","p024","p043",1.6667,0.6667,1.6667,1.6667
4057,375,164,13,"Person 2","Yeah ands sometimes the article titles are misleading, only to generate interest in an article on a different website.","p024","p043",1.6667,1,2,2
4058,375,164,14,"Person 1","Back to the bears I feel we as people should find ways to stop this.","p024","p043",2,1,2.6667,2.3333
4059,375,164,15,"Person 2","Do you think it meant visitors as in tourists? Or maybe people moving to areas that previously were wilderness?","p024","p043",1,0.6667,1.3333,1.6667
4060,375,164,16,"Person 1","i believe its tourists but hunters","p024","p043",1,0.6667,2,1.6667
4061,375,164,17,"Person 2","Probably. I guess their furs would be valuable. I agree that something really needs to be done about this.","p024","p043",1.6667,1,2.6667,2
4062,375,164,18,"Person 1","I assume there is a monetary reason as to why they are doing this. Money is the root of all evil.","p024","p043",2.3333,1.6667,2.3333,2.3333
4063,375,164,19,"Person 2","Yeah, everything corruptable about humans usually comes down to money. People need to value nature more than money, especially since we are losing different species of animals and plant life every couple years. It was nice talking to you.","p024","p043",2.6667,1,2,2.6667
4064,375,164,20,"Person 1","Money comes and goes, creatures like polar bears do not. bye","p024","p043",2,1,2.3333,2
4065,375,164,21,"Person 2","Yup. bye","p024","p043",1.3333,0.6667,1,1
4066,375,165,0,"Person 1","I feel bad for the polar bears","p035","p062",2.3333,2,3.6667,2.3333
4067,375,165,1,"Person 2","I'm curious how they're dying.  Are people hunting them or are their habitats being affected.","p035","p062",1.6667,1.3333,2.6667,1.6667
4068,375,165,2,"Person 1","The article did not have a lot of information.","p035","p062",1,1,2,1
4069,375,165,3,"Person 2","No, it sure didn't.  But yeah, it seems ridiculous that people are going up there, possibly to enjoy the polar bears, and they're dying as a result.","p035","p062",2.3333,1.6667,3.3333,2
4070,375,165,4,"Person 1","I do not think polar bears are going to make it.","p035","p062",2.3333,2,3.3333,1.6667
4071,375,165,5,"Person 2","They're in pretty bad trouble, for sure.  We'll see if their behavior changes in their changing environment.","p035","p062",2.3333,1.6667,4,1.6667
4072,375,165,6,"Person 1","I hope their behavior changes, but with the ice melting, I think it is too late.","p035","p062",2.3333,2,3.3333,1.6667
4073,375,165,7,"Person 2","It definitely could be. And the arctic isn't a very friendly place to try to figure out where to get more food.","p035","p062",2,1.3333,2.3333,1.3333
4074,375,165,8,"Person 1","Don't plenty of zoos have polar bears for people to see?","p035","p062",1.6667,0.6667,2,1.6667
4075,375,165,9,"Person 2","Yes, but I suppose people want to see them in the wild.  Have you ever seen a polar bear in person?","p035","p062",1.6667,0.6667,1.3333,1
4076,375,165,10,"Person 1","Yes, at the Toledo Zoo","p035","p062",1.3333,0.6667,2,2.3333
4077,375,165,11,"Person 2","I've seen them too.  They look cuddly and friendly but of course they're not.","p035","p062",2,0.6667,2.3333,2.3333
4078,375,165,12,"Person 1","Yeah, Coke made them cuddly","p035","p062",1.6667,0.6667,3,1.6667
4079,375,165,13,"Person 2","Indeed.  It'll be shocking if such a big, familiar animal goes extinct in our lifetime.  I suppose they won't because of the zoos.  But they might disappear from the wild.","p035","p062",2.3333,1,3.3333,2
4080,375,165,14,"Person 1","I agree, but sadly we have to worry about humans at the rate we are going with climate change.","p035","p062",2.6667,1.3333,2.6667,2
4081,375,165,15,"Person 2","I think some humans.  But we're like cockroaches.  I think we'll find a way to survive.  Or most of us will.","p035","p062",2.3333,0.6667,2.3333,2
4082,375,165,16,"Person 1","I hope so","p035","p062",1.6667,0,1.6667,2
4083,375,165,17,"Person 2","I sort of feel like we'll get what we deserve.  If we deserve to suffer from our treatment of the environment, we will.","p035","p062",2.3333,0.6667,2,2.6667
4084,375,165,18,"Person 1","I agree, no animal on earth last forever.","p035","p062",1.6667,0.6667,2,2
4085,375,165,19,"Person 2","Yeah, that's another perspective.  Bears and humans have NOT existed for far, far, far more of earth's history than they have.  We tend to view the present as the way things are supposed to be.  But they're not.  That's just our narrow perspective.","p035","p062",1.6667,1,2.3333,2.6667
4086,375,165,20,"Person 1","I agree, dinosaurs had a much longer run.","p035","p062",1.6667,0.6667,2.3333,1.6667
4087,375,165,21,"Person 2","And are much more interesting.  Maybe one day some other species will study how we died out.","p035","p062",1.6667,0.6667,2.3333,1.6667
4088,375,165,22,"Person 1","odds are laugh at how greedy we were.","p035","p062",2.3333,1,1.6667,2
4089,375,165,23,"Person 2","Yeah, I'm sure they'd find plenty to be disgusted by.  Heck, people already do.","p035","p062",2.3333,1,1.3333,2
4090,375,165,24,"Person 1","Do you think we can change?","p035","p062",1.3333,0.6667,1.3333,1
4091,375,165,25,"Person 2","No.  I think we're animals and we act this way because it's in our blood.","p035","p062",2,1,2,2.3333
4092,375,165,26,"Person 1","Sadly I agree","p035","p062",2.6667,1.6667,2.6667,2.3333
4093,375,165,27,"Person 2","Any other thoughts on this topic?","p035","p062",1,0.6667,1,1
4094,375,165,28,"Person 1","can't think of any, bye","p035","p062",1,0.6667,0.6667,1
4095,375,165,29,"Person 2","bye","p035","p062",1,0.6667,0.6667,1
4126,228,167,0,"Person 1","It's hard for me to understand how a parent could send their kids off to a situation like this.","p002","p062",3.3333,2,3.3333,2
4127,228,167,1,"Person 2","I agree.  But I think they feel they need their children to earn income to support the family.  How about stop having kids.","p002","p062",2.3333,1.3333,2.6667,2
4128,228,167,2,"Person 1","If the job is available for the kid to work then the parents could work the same job. They are sacrificing the kids potential future for minimal payments.","p002","p062",2.6667,1.3333,3,2
4129,228,167,3,"Person 2","It's definitely sad.  In this situation there seems to be no shortage of blame to go around.  Parents, slave-owners, authorities.","p002","p062",2.6667,2,2.6667,2.3333
4130,228,167,4,"Person 1","Hard to even know where to start. Better wages for normal jobs would help parents to not face this decision.","p002","p062",2,1.6667,3,2.3333
4131,228,167,5,"Person 2","That's probably part of it, although I don't know much about the Burmese economy.  But overpopulation is a big problem, too.  And corrupt governments.","p002","p062",1.6667,2,2,2
4132,228,167,6,"Person 1","Yes overpopulation is definitely a problem that will continue to get worse. Hard to stop nature though.","p002","p062",2,2,1.3333,1.6667
4133,228,167,7,"Person 2","Yeah, it's situations like this that help you appreciate how similar we are to animals.  Most of what we do isn't driven by reason.","p002","p062",2.3333,1,2,2
4134,228,167,8,"Person 1","Logic and emotions don't mix haha. I think China had the right idea with limiting their population and now that seems to be removed. Resources are not infinite imo.","p002","p062",2,1.3333,1.6667,2
4135,228,167,9,"Person 2","It's interesting how it works though.  Western countries aren't having kids at rates fast enough to replinish the population.  So it's immigrants from less-civilized nations growing the population.  In other words, an irony: the people who can't sustain themselves (as well) are the ones growing the population.","p002","p062",2.3333,1,2.3333,2.3333
4136,228,167,10,"Person 1","And the people who are in positions to utilize this growth are against immigration. Could help everybody if we just worked together.","p002","p062",2,0.6667,2.6667,2
4137,228,167,11,"Person 2","Yes, but that's probably been true since the beginning of humanity.","p002","p062",1.6667,0.6667,1.3333,1.6667
4138,228,167,12,"Person 1","It sucks that there is so little that people outside of the country experiencing the child labor can do to help solve the problem.","p002","p062",3,1.3333,2.6667,2
4139,228,167,13,"Person 2","Yeah.  I guess it's just got to be a grass roots thing where citizens say their countries aren't going to act that way anymore, and it trickles up into authority and the governments themselves.","p002","p062",2,1.3333,2.6667,2
4140,228,167,14,"Person 1","I think that government actions from foreign nations could help. Embargoes placed until countries do something but this is hard to see happening.","p002","p062",1.6667,1.3333,2.3333,2.3333
4141,228,167,15,"Person 2","Yeah, that would probably help.  But it's a logistical nightmare.  Can countries like the U.S. and E.U. really \"police\" this stuff and monitor it enough to truly make a difference.  Look at this story.  What was the result of an international agency getting involved.  They PAID OFF the guy who enslaved the kids.  In other words, they ENCOURAGED him to do it again.  (Admittedly, he was later arrested.)  But we have to be careful about HOW we intervene, not just that we do.","p002","p062",3,2,2.6667,2.6667
4142,228,167,16,"Person 1","Did they pay him off? I thought the kids were compensated not the business.","p002","p062",1.6667,2,1.3333,1.3333
4143,228,167,17,"Person 2","No, they paid for the children's release.  That's how I read it.","p002","p062",1.6667,1,1.3333,1.3333
4144,228,167,18,"Person 1","I remember seeing that the girls were paid 4,000 as back-pay as well. Definitely a logistical nightmare though. People are too afraid to offend the host countries I'd assume.","p002","p062",1.6667,1.6667,2.3333,2
4145,228,167,19,"Person 2","That's another part of it.  There's always some attempt to respect the sovereignty of nations.  But at what point do you intervene because you believe you know better.","p002","p062",1.6667,1.6667,2,2
4146,228,167,20,"Person 1","True. Either you want the USA to be world police or not. Hard to find the balance! Nice chatting to you about this though. bye","p002","p062",2,0.3333,1.3333,1.6667
4147,228,167,21,"Person 2","Yes, I enjoyed the chat.  Thank you.  bye","p002","p062",1.6667,0.3333,0.6667,1
4148,228,168,0,"Person 1","What do you think about the article?","p005","p024",1,0.5,1.6667,1
4149,228,168,1,"Person 2","I thought it was terribly deppressing what these children had to go through","p005","p024",3.6667,1,4.3333,2
4150,228,168,2,"Person 1","I feel so sad about it","p005","p024",3.3333,2,3,2
4151,228,168,3,"Person 2","Yeah its just disgusting","p005","p024",4,2,5,2
4152,228,168,4,"Person 1","It was so terrible and to think the police was not helping","p005","p024",3.6667,2,5,2
4153,228,168,5,"Person 2","What do you think should be done","p005","p024",1.3333,0.5,2.3333,1
4154,228,168,6,"Person 1","I think appropriate punishment should be given","p005","p024",2,0.5,2.3333,2
4155,228,168,7,"Person 2","no doubt about it.","p005","p024",2,0.5,2.3333,1.3333
4156,228,168,8,"Person 1","What do you think as well?","p005","p024",1,0.5,2.3333,1
4157,228,168,9,"Person 2","i think capital punishment should be given","p005","p024",2.6667,1,3,2.3333
4158,228,168,10,"Person 1","i support that too","p005","p024",2,0.5,2.6667,2.3333
4159,228,168,11,"Person 2","i think everyone supports that","p005","p024",2,0.5,1.6667,1.6667
4160,228,168,12,"Person 1","That is right, what do you think about Swen Win?","p005","p024",1.6667,0.5,1.6667,1
4161,228,168,13,"Person 2","she has great heart for getting involved","p005","p024",2.6667,0,2.3333,1.6667
4162,228,168,14,"Person 1","Yes she was the hero of the story","p005","p024",2.3333,0,2.3333,1.6667
4163,228,168,15,"Person 2","yeah thats when things started to move when she got involved","p005","p024",1.6667,0,2,1.3333
4164,228,168,16,"Person 1","I really applauded her","p005","p024",2.3333,0,2.6667,2
4165,228,168,17,"Person 2","if she never got involved nothing wouldve happened","p005","p024",1.6667,0.5,2.6667,1.3333
4166,228,168,18,"Person 1","I really do not want to think about that","p005","p024",3,0.5,2.6667,2
4167,228,168,19,"Person 2","good thing it didnt go that way. its been a good talk. bye.","p005","p024",2.3333,0,1.6667,1
4168,228,168,20,"Person 1","I need to tell you first.... goodbye","p005","p024",1.6667,0.5,1,1
4169,228,169,0,"Person 1","I would have believed that there were abuses of human rights going on in situations like this, but holy crap, the accusations of the broken fingers and stuff is infuriating.","p063","p035",4.6667,2,4.3333,2
4170,228,169,1,"Person 2","The world is a crazy place, I feel bad for the girls and their families.","p063","p035",3,2,3.6667,2.3333
4171,228,169,2,"Person 1","yeah, women still have it pretty tough in other places of the world.","p063","p035",2.6667,2,3.3333,1.3333
4172,228,169,3,"Person 2","Sadly, odds are they are sexually abusing them too.","p063","p035",2.6667,2,3,1.3333
4173,228,169,4,"Person 1","Oh for sure.  I wonder if the families know that that's inevitable when they send their children to do this.","p063","p035",2.3333,1.6667,3.3333,2
4174,228,169,5,"Person 2","I don't think they have a choice since they are so poor","p063","p035",1.3333,2,2.6667,2
4175,228,169,6,"Person 1","Yeah, but I wonder if there's hope that they'll land in a good place, and prosper?","p063","p035",2,1,3.3333,2
4176,228,169,7,"Person 2","I think they have the hope, but they still might know the danger too. I could see myself sending my daughters away","p063","p035",2,1,3.3333,2.3333
4177,228,169,8,"Person 1","Oo I guess I could understand that.  It's easy for us to say here in America, assuming that's where you're from, that we wouldn't do that.","p063","p035",2,0.6667,3,2
4178,228,169,9,"Person 2","Yeah, I am in America I think most American have no clue how the rest of the world is living.","p063","p035",1.6667,1,2.3333,2.3333
4179,228,169,10,"Person 1","That's kind of why I think travel is extremely important.  If you have the means to travel, you owe it to yourself to get out and see the world, see how other people live their life, and hopefully understand that there is more to this earth than your little bubble.","p063","p035",2.6667,0.3333,3.6667,2.3333
4180,228,169,11,"Person 2","I do think of the or people have the upper hand is some major event happened to the earth. I do not know how to hunt or grow crops so I would be dead pretty quick","p063","p035",2.3333,1,2.3333,2.3333
4181,228,169,12,"Person 1","Lol, oh yeah we've become incredibly reliant on tech.  If that was yanked from under our feet, and we had to go back to working the earth, we're f'd.","p063","p035",3,1,2.3333,1.6667
4182,228,169,13,"Person 2","I wonder why the police would not help the girls at first?","p063","p035",1.6667,1,2,1.3333
4183,228,169,14,"Person 1","I'm sure accusations like this occur all the time.  Maybe the police brush it off regularly?  The difference might have been that international journalists got involved.","p063","p035",2,0.6667,2,1.6667
4184,228,169,15,"Person 2","Have you been to other countries? I have only been to Canada","p063","p035",1,0.6667,1,2
4185,228,169,16,"Person 1","Yeah I've been to several.  Italy, Guatemala, Costa Rica, Eleuthera.","p063","p035",1,0.6667,1.3333,2.6667
4186,228,169,17,"Person 2","How were the local people living?","p063","p035",1,0.6667,1.6667,1
4187,228,169,18,"Person 1","In the last three it was pretty dismal compared to here.  Thing was though, they seemed happier.  It's funny how wealth doesn't really buy happiness.","p063","p035",2,1,3,2
4188,228,169,19,"Person 2","I always say you don't miss what you don't know.","p063","p035",1.6667,0.6667,2.3333,1.6667
4189,228,169,20,"Person 1","Yeah, and the simple things that they do have gives them a lot of joy.  I played some basketball in Eleuthera, and they were freaking having a blast trying to dunk on the white boy.","p063","p035",2.3333,0.3333,2.3333,3
4190,228,169,21,"Person 2","any other thoughts on the article?","p063","p035",1.3333,0.6667,1,1
4191,228,169,22,"Person 1","Nah, just sucks to hear that this is still common for such a large people group.","p063","p035",2.6667,1,2.6667,1.6667
4192,228,169,23,"Person 2","I agree with you. It was nice chatting with you! bye","p063","p035",2,0.3333,1,1.3333
4193,228,169,24,"Person 1","bye","p063","p035",1,0.6667,0.6667,1
4194,228,170,0,"Person 1","How disturbing that these young girls were enslaved, how does this article make you feel?","p041","p001",3.3333,2,3.6667,2
4195,228,170,1,"Person 2","makes me feel horrible to think that there are things like this going on in the world","p041","p001",4,2,4.3333,2
4196,228,170,2,"Person 1","They were robbed of their innocence. When I think about how their parents sent them to this tailor I get angry. How could you do that as parents?","p041","p001",3.6667,2,3.6667,2.3333
4197,228,170,3,"Person 2","yea i know..i mean,i understand that they are poor but come on,that's a crazy \"excuse\"","p041","p001",3.3333,2,3,2
4198,228,170,4,"Person 1","Being poor is no excuse in my opinion. What's even worse is that they were physically abused","p041","p001",4,2,3.3333,2
